BETPOP_148,,,,,,,,,,,,
BETPOP_158,,,,,,,,,,,,
BETPOP_168,,,,,,,,,,,,
CORRAC_14,,,,,,,,,,,,
CORRAC_24,,,,,,,,,,,,
CORRAC_34,,,,,,,,,,,,
CORRAC_44,,,,,,,,,,,,
CORRAC_54,,,,,,,,,,,,
CORRAC_64,,,,,,,,,,,,
CORRAC_74,,,,,,,,,,,,
CORRAC_84,,,,,,,,,,,,
CORRAC_94,,,,,,,,,,,,
CORRAC_104,,,,,,,,,,,,
CORRAC_114,,,,,,,,,,,,
CORRAC_124,,,,,,,,,,,,
CORRAC_134,,,,,,,,,,,,
CORRAC_144,,,,,,,,,,,,
CORRAC_154,,,,,,,,,,,,
CORRAC_164,,,,,,,,,,,,
CORRAC_16,,,,,,,,,,,,
CORRAC_26,,,,,,,,,,,,
CORRAC_36,,,,,,,,,,,,
CORRAC_46,,,,,,,,,,,,
CORRAC_56,,,,,,,,,,,,
CORRAC_66,,,,,,,,,,,,
CORRAC_76,,,,,,,,,,,,
CORRAC_86,,,,,,,,,,,,
CORRAC_96,,,,,,,,,,,,
CORRAC_106,,,,,,,,,,,,
CORRAC_116,,,,,,,,,,,,
CORRAC_126,,,,,,,,,,,,
CORRAC_136,,,,,,,,,,,,
CORRAC_146,,,,,,,,,,,,
CORRAC_156,,,,,,,,,,,,
CORRAC_166,,,,,,,,,,,,
CORRAC_18,,,,,,,,,,,,
CORRAC_28,,,,,,,,,,,,
CORRAC_38,,,,,,,,,,,,
CORRAC_48,,,,,,,,,,,,
CORRAC_58,,,,,,,,,,,,
CORRAC_68,,,,,,,,,,,,
CORRAC_78,,,,,,,,,,,,
CORRAC_88,,,,,,,,,,,,
CORRAC_98,,,,,,,,,,,,
CORRAC_108,,,,,,,,,,,,
CORRAC_118,,,,,,,,,,,,
CORRAC_128,,,,,,,,,,,,
CORRAC_138,,,,,,,,,,,,
CORRAC_148,,,,,,,,,,,,
CORRAC_158,,,,,,,,,,,,
CORRAC_168,,,,,,,,,,,,
FAGGRA_14,,,,,,,,,,,,
FAGGRA_24,,,,,,,,,,,,
FAGGRA_34,,,,,,,,,,,,
FAGGRA_44,,,,,,,,,,,,
FAGGRA_54,,,,,,,,,,,,
FAGGRA_64,,,,,,,,,,,,
FAGGRA_74,,,,,,,,,,,,
FAGGRA_84,,,,,,,,,,,,
FAGGRA_94,,,,,,,,,,,,
FAGGRA_104,,,,,,,,,,,,
FAGGRA_114,,,,,,,,,,,,
FAGGRA_124,,,,,,,,,,,,
FAGGRA_134,,,,,,,,,,,,
FAGGRA_144,,,,,,,,,,,,
FAGGRA_154,,,,,,,,,,,,
FAGGRA_164,,,,,,,,,,,,
FAGGRA_16,,,,,,,,,,,,
FAGGRA_26,,,,,,,,,,,,
FAGGRA_36,,,,,,,,,,,,
FAGGRA_46,,,,,,,,,,,,
FAGGRA_56,,,,,,,,,,,,
FAGGRA_66,,,,,,,,,,,,
FAGGRA_76,,,,,,,,,,,,
FAGGRA_86,,,,,,,,,,,,
FAGGRA_96,,,,,,,,,,,,
FAGGRA_106,,,,,,,,,,,,
FAGGRA_116,,,,,,,,,,,,
FAGGRA_126,,,,,,,,,,,,
FAGGRA_136,,,,,,,,,,,,
FAGGRA_146,,,,,,,,,,,,
FAGGRA_156,,,,,,,,,,,,
FAGGRA_166,,,,,,,,,,,,
FAGGRA_18,,,,,,,,,,,,
FAGGRA_28,,,,,,,,,,,,
FAGGRA_38,,,,,,,,,,,,
FAGGRA_48,,,,,,,,,,,,
FAGGRA_58,,,,,,,,,,,,
FAGGRA_68,,,,,,,,,,,,
FAGGRA_78,,,,,,,,,,,,
FAGGRA_88,,,,,,,,,,,,
FAGGRA_98,,,,,,,,,,,,
FAGGRA_108,,,,,,,,,,,,
FAGGRA_118,,,,,,,,,,,,
FAGGRA_128,,,,,,,,,,,,
FAGGRA_138,,,,,,,,,,,,
FAGGRA_148,,,,,,,,,,,,
FAGGRA_158,,,,,,,,,,,,
FAGGRA_168,,,,,,,,,,,,
NYSSYL_14,,,,,,,,,,,,
NYSSYL_24,,,,,,,,,,,,
NYSSYL_34,,,,,,,,,,,,
NYSSYL_44,,,,,,,,,,,,
NYSSYL_54,,,,,,,,,,,,
NYSSYL_64,,,,,,,,,,,,
NYSSYL_74,,,,,,,,,,,,
NYSSYL_84,,,,,,,,,,,,
NYSSYL_94,,,,,,,,,,,,
NYSSYL_104,,,,,,,,,,,,
NYSSYL_114,,,,,,,,,,,,
NYSSYL_124,,,,,,,,,,,,
NYSSYL_134,,,,,,,,,,,,
NYSSYL_144,,,,,,,,,,,,
NYSSYL_154,,,,,,,,,,,,
NYSSYL_164,,,,,,,,,,,,
NYSSYL_16,,,,,,,,,,,,
NYSSYL_26,,,,,,,,,,,,
NYSSYL_36,,,,,,,,,,,,
NYSSYL_46,,,,,,,,,,,,
NYSSYL_56,,,,,,,,,,,,
NYSSYL_66,,,,,,,,,,,,
NYSSYL_76,,,,,,,,,,,,
NYSSYL_86,,,,,,,,,,,,
NYSSYL_96,,,,,,,,,,,,
NYSSYL_106,,,,,,,,,,,,
NYSSYL_116,,,,,,,,,,,,
NYSSYL_126,,,,,,,,,,,,
NYSSYL_136,,,,,,,,,,,,
NYSSYL_146,,,,,,,,,,,,
NYSSYL_156,,,,,,,,,,,,
NYSSYL_166,,,,,,,,,,,,
NYSSYL_18,,,,,,,,,,,,
NYSSYL_28,,,,,,,,,,,,
NYSSYL_38,,,,,,,,,,,,
NYSSYL_48,,,,,,,,,,,,
NYSSYL_58,,,,,,,,,,,,
NYSSYL_68,,,,,,,,,,,,
NYSSYL_78,,,,,,,,,,,,
NYSSYL_88,,,,,,,,,,,,
NYSSYL_98,,,,,,,,,,,,
NYSSYL_108,,,,,,,,,,,,
NYSSYL_118,,,,,,,,,,,,
NYSSYL_128,,,,,,,,,,,,
NYSSYL_138,,,,,,,,,,,,
NYSSYL_148,,,,,,,,,,,,
NYSSYL_158,,,,,,,,,,,,
NYSSYL_168,,,,,,,,,,,,
SALPUR_14,,,,,,,,,,,,
SALPUR_24,,,,,,,,,,,,
SALPUR_34,,,,,,,,,,,,
SALPUR_44,,,,,,,,,,,,
SALPUR_54,,,,,,,,,,,,
SALPUR_64,,,,,,,,,,,,
SALPUR_74,,,,,,,,,,,,
SALPUR_84,,,,,,,,,,,,
SALPUR_94,,,,,,,,,,,,
SALPUR_104,,,,,,,,,,,,
SALPUR_114,,,,,,,,,,,,
SALPUR_124,,,,,,,,,,,,
SALPUR_134,,,,,,,,,,,,
SALPUR_144,,,,,,,,,,,,
SALPUR_154,,,,,,,,,,,,
SALPUR_164,,,,,,,,,,,,
SALPUR_16,,,,,,,,,,,,
SALPUR_26,,,,,,,,,,,,
SALPUR_36,,,,,,,,,,,,
SALPUR_46,,,,,,,,,,,,
SALPUR_56,,,,,,,,,,,,
SALPUR_66,,,,,,,,,,,,
SALPUR_76,,,,,,,,,,,,
SALPUR_86,,,,,,,,,,,,
SALPUR_96,,,,,,,,,,,,
SALPUR_106,,,,,,,,,,,,
SALPUR_116,,,,,,,,,,,,
SALPUR_126,,,,,,,,,,,,
SALPUR_136,,,,,,,,,,,,
SALPUR_146,,,,,,,,,,,,
SALPUR_156,,,,,,,,,,,,
SALPUR_166,,,,,,,,,,,,
SALPUR_18,,,,,,,,,,,,
SALPUR_28,,,,,,,,,,,,
SALPUR_38,,,,,,,,,,,,
SALPUR_48,,,,,,,,,,,,
SALPUR_58,,,,,,,,,,,,
SALPUR_68,,,,,,,,,,,,
SALPUR_78,,,,,,,,,,,,
SALPUR_88,,,,,,,,,,,,
SALPUR_98,,,,,,,,,,,,
SALPUR_108,,,,,,,,,,,,
SALPUR_118,,,,,,,,,,,,
SALPUR_128,,,,,,,,,,,,
SALPUR_138,,,,,,,,,,,,
SALPUR_148,,,,,,,,,,,,
SALPUR_158,,,,,,,,,,,,
SALPUR_168,,,,,,,,,,,,
SORAME_14,,,,,,,,,,,,
SORAME_24,,,,,,,,,,,,
SORAME_34,,,,,,,,,,,,
SORAME_44,,,,,,,,,,,,
SORAME_54,,,,,,,,,,,,
SORAME_64,,,,,,,,,,,,
SORAME_74,,,,,,,,,,,,
SORAME_84,,,,,,,,,,,,
SORAME_94,,,,,,,,,,,,
SORAME_104,,,,,,,,,,,,
SORAME_114,,,,,,,,,,,,
SORAME_124,,,,,,,,,,,,
SORAME_134,,,,,,,,,,,,
SORAME_144,,,,,,,,,,,,
SORAME_154,,,,,,,,,,,,
SORAME_164,,,,,,,,,,,,
SORAME_16,,,,,,,,,,,,
SORAME_26,,,,,,,,,,,,
SORAME_36,,,,,,,,,,,,
SORAME_46,,,,,,,,,,,,
SORAME_56,,,,,,,,,,,,
SORAME_66,,,,,,,,,,,,
SORAME_76,,,,,,,,,,,,
SORAME_86,,,,,,,,,,,,
SORAME_96,,,,,,,,,,,,
SORAME_106,,,,,,,,,,,,
SORAME_116,,,,,,,,,,,,
SORAME_126,,,,,,,,,,,,
SORAME_136,,,,,,,,,,,,
SORAME_146,,,,,,,,,,,,
SORAME_156,,,,,,,,,,,,
SORAME_166,,,,,,,,,,,,
SORAME_18,,,,,,,,,,,,
SORAME_28,,,,,,,,,,,,
SORAME_38,,,,,,,,,,,,
SORAME_48,,,,,,,,,,,,
SORAME_58,,,,,,,,,,,,
SORAME_68,,,,,,,,,,,,
SORAME_78,,,,,,,,,,,,
SORAME_88,,,,,,,,,,,,
SORAME_98,,,,,,,,,,,,
SORAME_108,,,,,,,,,,,,
SORAME_118,,,,,,,,,,,,
SORAME_128,,,,,,,,,,,,
SORAME_138,,,,,,,,,,,,
SORAME_148,,,,,,,,,,,,
SORAME_158,,,,,,,,,,,,
SORAME_168,,,,,,,,,,,,
VIBDEN_14,,,,,,,,,,,,
VIBDEN_24,,,,,,,,,,,,
VIBDEN_34,,,,,,,,,,,,
VIBDEN_44,,,,,,,,,,,,
VIBDEN_54,,,,,,,,,,,,
VIBDEN_64,,,,,,,,,,,,
VIBDEN_74,,,,,,,,,,,,
VIBDEN_84,,,,,,,,,,,,
VIBDEN_94,,,,,,,,,,,,
VIBDEN_104,,,,,,,,,,,,
VIBDEN_114,,,,,,,,,,,,
VIBDEN_124,,,,,,,,,,,,
VIBDEN_134,,,,,,,,,,,,
VIBDEN_144,,,,,,,,,,,,
VIBDEN_154,,,,,,,,,,,,
VIBDEN_164,,,,,,,,,,,,
VIBDEN_16,,,,,,,,,,,,
VIBDEN_26,,,,,,,,,,,,
VIBDEN_36,,,,,,,,,,,,
VIBDEN_46,,,,,,,,,,,,
VIBDEN_56,,,,,,,,,,,,
VIBDEN_66,,,,,,,,,,,,
VIBDEN_76,,,,,,,,,,,,
VIBDEN_86,,,,,,,,,,,,
VIBDEN_96,,,,,,,,,,,,
VIBDEN_106,,,,,,,,,,,,
VIBDEN_116,,,,,,,,,,,,
VIBDEN_126,,,,,,,,,,,,
VIBDEN_136,,,,,,,,,,,,
VIBDEN_146,,,,,,,,,,,,
VIBDEN_156,,,,,,,,,,,,
VIBDEN_166,,,,,,,,,,,,
VIBDEN_18,,,,,,,,,,,,
VIBDEN_28,,,,,,,,,,,,
VIBDEN_38,,,,,,,,,,,,
VIBDEN_48,,,,,,,,,,,,
VIBDEN_58,,,,,,,,,,,,
VIBDEN_68,,,,,,,,,,,,
VIBDEN_78,,,,,,,,,,,,
VIBDEN_88,,,,,,,,,,,,
VIBDEN_98,,,,,,,,,,,,
VIBDEN_108,,,,,,,,,,,,
VIBDEN_118,,,,,,,,,,,,
VIBDEN_128,,,,,,,,,,,,
VIBDEN_138,,,,,,,,,,,,
VIBDEN_148,,,,,,,,,,,,
VIBDEN_158,,,,,,,,,,,,
VIBDEN_168,,,,,,,,,,,,
